News_id,Year,Title,Abstract
4558854,2001,russias new reach gas pipeline turkey,reports construction natural gas pipeline russia turkey across black sea concerns related russias increased influence turkey turkeys dependence russian natural gas issues faced region background planning struggles related blue stream gas pipeline timing construction
4669339,2001,healthy give organs dying raising issue risk ethics,discusses organ transplants use organs living donors complications occur donor operations donation organs patients relatives increase number live donor transplants adults children problems liver transplants example kimberly miles lung transplant
5240319,2001,bush increase federal role security airports,reports united states president george w bush announced federal government take larger role airport security national guard troops guard commercial airports use troops temporary measure agency established address security permanently announcement grants airlines allow build secure cockpit doors plans increase number federal marshals patrolling airplanes inset excerpts bush speech travel
5098019,2001,pataki sues vying legislature albany budget,reports new york governor george e pataki filed lawsuit state legislature contends state constitution gives ultimate authority appropriation billions dollars details suit including contention may also insert changes state law appropriations bills reasons suit reaction legislators
4036487,2001,bush outreach bid meets black caucus,reports meeting united states president george w bush congressional black caucus bushs efforts improve standing among blacks us discussion education vote counting florida opposition nomination john ashcroft attorney general
5550842,2001,sept widows unite grief find political voice,discusses emergence socalled widows groups consisting lost loved ones world trade center terrorist attack efforts regarding disaster site details protests way new york city handling cleanup disaster site demands include wanting voice property developed future emotions widows firefighters way groups formed efforts widow marian fontana organizing widows victims families association
5043161,2001,bush projections show sharp drop budget surplus,reports administration united states president george w bush released projections show drastic reduction federal budget surplus august projections differ earlier predictions made administration statement government continue run substantial social security surpluses money may used tax cuts spending partisan dispute blame surplus decrease
5177308,2001,city close office running foster program,states new york city child welfare commissioner nicholas scoppetta close city office runs foster homes manhattan staten island low scores systemwide performance evaluation transfer homes administration agencies including private companies criticism decision
4477101,2001,presidents set step columbia nyu,reports presidents columbia university new york university george rupp l jay oliva respectively resign challenges facing united states universities searching presidents achievements rupp oliva tenure including endowments physical facilities
5290705,2001,reservists heed call duty kids left behind,discusses war united states terrorism effect families reserve military called duty outlook jaimie strathmeyer keith kravitz leave son report duty outlook raising children surrogate parents
4871867,2001,new york turns lab future electricity,examines efforts new york use electricity efficiently makeshift measures stave shortages rising rates new power plants built views energy experts predict new yorkers change way think electricity utilization long island new york city laboratories different approaches plans adding power supplies reducing demand
5171481,2001,scarcity afghanistan targets prompts us change strategy,reports difficulty identifying bombing targets afghanistan leading united states develop broader unconventional military campaign comments us defense secretary donald h rumsfeld issue sending ground troops including commando units elusiveness terrorists measures critical military planning twofold mission military
4184215,2001,bombing accident kills americans site kuwait,reports united states navy fighter accidentally dropped bomb military observation post kuwait killing six people injuring three others death five americans new zealander training exercise udairi range questions cause accident details navy incidents involving fatalities including terrorist attack uss cole sinking japanese ship submarine uss greeneville
4430482,2001,annual meetings around world shots heard,describes cultural differences affect ways companies around world conduct annual shareholder meetings examples services provided shareholders attend annual meetings comparison annual meetings various countries including germany united states japan
5326111,2001,bring,describes statement united states president george w bush us would reconsider military assault afghanistan taliban ruling force would surrender terrorist osama bin laden associates al qaeda network description news conference made bush war use word evil describe terrorists responsible attacks us bushs reassurance country outlook united nations help rebuild afghanistan
5774677,2001,bin laden sought iran ally us intelligence documents say,focuses suspicion according united states intelligence documents osama bin ladens terrorist network al qaeda sought antiamerican alliance terror iran intelligence reports suggest including islamic fundamentalist abdullah nuri reportedly close ally bin laden allegedly contacted agents iranian ministry intelligence security response alleged correspondence iranian intelligence agents bin laden irans relations taliban
4656050,2001,indicted us saudi blast iran link cited,reports united states federal grand jury indicted several saudi arabians one lebanese man truck bombing khobar towers apartment building saudi arabia killed us airmen comment us attorney general john ashcroft accused belonged hezbollah political personal involvement us federal bureau investigation fbi director louis j freeh case history case
5290300,2001,public funds lag council races,focuses available funding new york city city council races details matchingfunds campaign finance program many candidates enrolled payment funds economic considerations campaign
4613495,2001,wife says suspect told priest years ago aiding soviets,reports bonnie hanssen wife former united states federal bureau investigation fbi agent robert p hanssen told authorities confided catholic priest espionage activities five years prosecutors said spying commenced allegations hanssen supplied intelligence secrets soviet union priest urged hanssen donate money charity question whether conversation confidential confession
5043172,2001,religious arrests cast pall afghanistan aid efforts,discusses arrest aid workers afghanistan charges spreading christian gospel among muslims evidence confiscated muslim authorities including bibles video tapes life jesus poverty famine afghanistan tension foreign aid organizations afghanistans militant islamic regime taliban possibility arrested workers include several americans australians germans receive punishment death
4026706,2001,kenya statements terrorism case allowed judge,states federal judge ruled united states prosecutors could use statements given overseas defendants bombings american embassies east africa issue defendants lawyers time confessions claim suspects threatened violence ruling judge leonard b sand federal district court new york city could impact interrogation terrorist suspects reaction ruling
4565704,2001,president facing skeptical europe trip week,reports united states president george w bushs scheduled trip europe issues attitudes expected deal plans visit spain belgium sweden poland slovenia european dissatisfaction us issues environment death penalty armscontrol historical european dissatisfaction new presidents perceptions bush european takes american news items
5105708,2001,new jobless centers offer benefit check,examines replacement unemployment offices united states onestop career centers workforce investment act requires states offer citizens access training employment educational services neighborhood locations services offered centers reasons onestop concept expected better job finding work unemployed
5240336,2001,subway trade center take years rebuild,reports damage nos subway tunnels stations lower manhattan new york city extensive line need rebuilt completely following terrorist attacks united states forecast costs length time needed rebuild according new york city transit officials details damage done considerations safety tunnels
4374802,2001,police dept rejects punishment officers diallo shooting,reports decision new york city police commissioner bernard b kerik discipline four officers killed amadou diallo unarmed police confrontation order officers undergo retraining tactics criticism decision details confrontation response city officials
4026701,2001,grim task india quake excavate dead,reports aftermath january earthquake india search survivors became excavation dead estimation death toll across state gujarat use sniffer dogs find people buried alive description destruction town bhachau mention international assistance
4009646,2001,sega may turn dreamcast memory,announces sega considering stopping production dreamcast video game console desire company president chairman isao okawa leave hardware business focus software impact competition sony nintendo sales dreamcast disappointing
4139461,2001,sexual violence tool war pattern emerging east timor,reports indonesias military antiindependence militia groups east timor used sexual violence women military tool widespread use rape sexual slavery report fokupers leading east timorese womens aid association work united nations tribunal east timor determine war crimes women united nations recognition rape war crime crime humanity ostracism faced east timorese rape victims
5450154,2001,coming soon harry potter hollywoods cash cow,examines warner brothers marketing motion picture harry potter sorcerers stone harry potter characters need company balance profit commercialism without alienating fans comments alan horn chairman warner brothers guidelines company following including philanthropic component marketing strategies examples movie merchandise expectations
4093617,2001,att telecom became black hole,discusses worldwide decline telecommunications industry european telecommunications companies suffering similar stock problems financial problems nortel networks att lucent technologies reasons industry failing
5130259,2001,traced internet teacher charged jet hijacking,reports patrick dolan critton schoolteacher mount vernon new york september charged association hijacking canadian jetliner en route cuba detective located fugitive using internet search details charges including kidnapping armed robbery extortion crittons personal history criminal background
4005241,2001,airlines offer alternatives twa sale,reports continental airlines northwest airlines interested purchasing assets trans world airlines twa objection american airlines plan purchase twa description bids purchase twa
5224495,2001,strong opposition,focuses opposition two taxcut proposals made republican legislators united states stimulating economy proposals cut capital gains tax reduce corporate income taxes criticism proposals expressed senate finance committee federal reserve chairman alan greenspan former treasury secretary robert rubin indications serious economic slowdown question stimulate economic recovery
4334881,2001,heres mud eye starbucks,highlights small coffee business new york city called mudtruck owned operated nina berott greg northrop couple installed small kitchen former delivery truck started selling coffee cappuccino east village chose operate near two starbucks stores people choosing support small businesses like mudtruck instead large chains like starbucks description couple relationship
4445218,2001,quietly russian oil producer tries consolidate holdings,reports tyumen oil co russia pushing ahead plan streamline assets corporate consolidations hurt minority shareholders leaders russian oil companies trying improve relations investors history problems experienced tyumen
4455260,2001,fidelity picks president funds unit,announces selection abigail p johnson president division oversees funds fidelity investments replacing robert c pozen appointment reinforces speculation one day succeed father edward c johnson iii chairman fidelitys parent fmr corporation founding company grandfather estimate fourthrichest woman united states expectations role company
4145325,2001,philippines leader resigns beset scandal,reports philippines president joseph estrada resigned amid scandal government demonstrations protesting corrupt government vice president gloria macapagal arroyo assuming presidency background political turmoil allegations estrada took gambling kickbacks skimmed money provincial tobacco taxes inset virtual blizzard snarled manila
5051473,2001,china facing aids epidemic top aide admits,reports senior chinese official publicly admitted china facing rapidly growing hiv epidemic details news conference deputy health minister yin dakui acknowledged governments failure respond adequately crisis significance acknowledgement rate hiv infection china planned government spending aids prevention control mention epidemic henan province government attempted cover
4123530,2001,clinics full frozen embryos offer new route adoption,examines issues concerning adoption frozen embryos united states way infertile couples conceive child example susanne bob gray alpharetta georgia religious reasons gave embryos adoption rather destroyed controversy whether president george w bush allow federal financing use embryonic stem cells medical research attitude fertility clinics longterm storage frozen embryos
4855092,2001,columbia university hires star economist,focuses joseph e stiglitz economist hired columbia university new york city reasons switch stanford university columbia biographical details including star status economist impact stiglitz columbias economics team
5420629,2001,red cross red tape attack leaves charities tangle,discusses difficulty victims families world trade center attacks asking charitable organizations help description struggle navigate bureaucracy rules deadlines lack comprehensive way families apply full range benefits details red cross process
4753042,2001,three firefighters die store explodes queens,details june fire explosion astoria section queens borough new york city killed three firefighters critically injured one witness accounts fire long island general supply company background names dead brian fahey harry ford john j downing speculation fire started building housed variety chemicals
4594910,2001,florida republicans see visit president latest slight,reports florida republicans concerned united states president george w bush jeopardizing partys position florida issue bush visit everglades national park major republican lawmakers invited concern efforts democrats unite contested presidential election
4285833,2001,bumpy road georgia favorable view bush plan,discusses barney taylor jr owner software company thirteen scribes inc believes united states president george w bushs tax plan could benefit economy approval tax cuts career technology industry tax cuts would help family business
4433626,2001,energy plan property rights may issue,speculates united states president george w bushs energy plan may thought bushs plan include recommendations allow federal government seize private property using eminentdomain authority place electric transmission lines west suggestion western republicans propertyrights groups opposed recommendation views us vice president dick cheney subject
5484304,2001,us covered campuses check mideast students,reports united states federal investigation college students middle eastern countries response terrorist attacks us questions asked agents federal bureau investigation immigration naturalization service students difficult position universities due investigations regarding student privacy racial profiling anxiety students
5023035,2001,worlds economy slows walk rare lockstep,reports world economy slowed drastically august statistics show many regional economic powers become stagnant contradicting expectations growth countries would help compensate slowdown united states expectation world economy still likely expand single factor account widespread economic weakness sluggish growth many european countries comments predictions economic analysts
4050302,2001,investment opportunity strings attached,focuses purchase violin investors order musician robert mcduffie play reasons investors del gesu partners lp leasing rare violin mcduffie speculation violin increase value comments high prices rare violins make impossible individuals afford mcduffies efforts find money buy violin
5266977,2001,many listeners reassured tough talk,focuses response people united states televised address made president george w bush wake september terrorist attacks bushs call spirit national unity support sustained campaign international terrorism comments people felt reassured bushs pledge find punish terrorist groups nations harbor felt frustrated lack specific information speech
5177315,2001,green hevesi exchange attacks mayoral debate,reports televised debate democratic mayoral candidates new york city issues mark green fernando ferrer alan g hevesi george n spitz peter f vallone description greens nonconfrontational campaign hevesi
4307047,2001,first bush budget proposes raise aid education,reports united states president george w bushs budget proposal increase federal spending education biomedical research details proposed budget influence bushs commitment reduce taxes budget comments mitchell daniels jr bushs budget director
5249167,2001,lincoln center sees chief quit abrupt exit,reports lincoln center performing arts president gordon j davis resigned abruptly nine months tenure ongoing battle davis chairwoman beverly sills undisclosed topics plans renovation center details various disputes involving arts companies use facilities center
4753531,2001,sect clings web face beijings ban,discusses spiritual movement falun gong campaign chinese government eradicate movement including efforts keep chinese followers connecting cults web site standoff followers government represents sustained challenge communist party authority profiles lloyd zhao facilitator movement china cult founder li hongzhi zuoxiu communist party member played integral role movement banned
5381604,2001,postal employee washington anthrax lungs,reports infection leroy richmond worker washington dc post office inhalation anthrax response officials including testing postal workers anthrax detection anthrax congressional buildings fears contaminated letters found details inhalation anthrax deadly form disease
5670121,2001,allied forces say theyve cornered osama bin laden,reports united states militarybacked forces may trapped terrorist osama bin laden troops complex caves near tora bora afghanistan basis speculation us officials bin laden caves location taliban leader mullah muhammad omar preference us secretary defense donald h rumsfeld al qaeda forces surrender progress military campaign region
5334553,2001,battle new york mayors race cash vs instinct jugular,discusses mayoral race new york city description campaign michael bloomberg concerns among republicans prospects campaign competition bloomberg mark green democratic candidate mayor rudolph giuliani extended term office three months ease transition new mayor wake terrorist attacks new york city
4418610,2001,tales divorce breakups turf wars,presents experiences couples living new york city forced live together going divorce due lack affordable living spaces account press agent bruce cohen economic concerns going divorce mention divorce mayor rudolph giuliani wife donna hanover remained gracie mansion
4682706,2001,new york first state ban holding cell phone driving,reports ban using handheld cellular telephones driving new york state drivers using wireless communication devices causing accidents support ban description ban would allow people talk telephone using headset speakerphone ban take effect
5290719,2001,taliban link fate aid workers us action,reports decision taliban pakistan link fate imprisoned foreign aid workers united states military involvement idea prisoners trial teaching christianity become hostages pending us military attack taliban afghanistan comments taliban leader mullah mohammed omar
5491982,2001,two wars many fears,reports two campaigns taking place north south afghanistan implications flight taliban fighters kabul concerns united states regarding northern alliance particular alienating pashtun tribes promise alliance forces stay kabul questions us political strategy details gains made northern alliance issue discipline problems comments us pentagon officials
4482216,2001,asian influx suburb finds transformed,focuses fremont california impact influx asian immigrants area societal changes community
4441059,2001,energy plan bush urges new drilling conservation nuclear power review,outlines energy plan united states president george w bush proposed decrease regulation oil gas exploration plan orders review public lands determine whether energy resources extracted proposed reconsideration ban reprocessing nuclear fuel conservationrelated proposals including review gas mileage standards tax credit fuelefficient cars details report expected response
4643869,2001,local party aid torricelli bid scrutiny,focuses united states senator robert torricellis dnj campaign fundraising practices role bergen county democratic organization obtaining funds torricellis campaign donors acknowledged contributions solicited representatives torricelli allegation bergen county paid salaries expenses torricelli successful us senate campaign
4482034,2001,gets miles gallon us snubs diesel,focuses diesel engines use diesel engines automobiles audi restricted sale diesel engine cars united states due strict antipollution regulations way diesel engines burn less fuel gasoline emit less carbon dioxide fuel efficiencies foreign automobiles diesel engines improvements performance cars diesel technology reasons diesel popular europe
4300564,2001,nursing shortage raising worries patients care,discusses united states shortage nurses examines dangers presents patient care vacancy rate hospitals new york city area concerns nurse exhaustion due labor shortage situation westchester medical center valhalla new york
4363141,2001,russia wins fight first space travel agent,reports partners building international space station agreed allow united states millionaire dennis tito visit station first space tourist nations collaborating station signed agreement approve titos visit tito agreed pay millions dollars russian aviation space agency privilege preparatory measures legal provisions response us partners including restrictions visit
5774436,2001,rules allow airport screeners remain jobs,focuses decision united states department transportation impose rules would displace thousands airport screeners guidelines allow experience replace high school diploma response airport security advocates comments james e hall former chairman national transportation safety board implications retaining screeners lack high school diplomas views politicians security experts
5484468,2001,bioterror role uneasy fit cdc,focuses bioterrorism preventionrelated operations united states centers disease control prevention cdc reaction cdc officials september terrorist attacks us criticism cdcs reaction outbreaks anthrax changes made agency since attacks
4671107,2001,bronx candidate undeterred detour brooklyn jail,focuses imprisonment adolfo carrion jr councilman bronx borough new york city campaigning become president borough difficulty raising funds gathering signatures nomination petitions prisoner limited telephone use incarceration due protesting near united states navy bombing site puerto rican island vieques conducting campaign prison help wife lawyer linda baldwin
4319080,2001,moratorium asked suits seek protect species,reports united states president george w bush asked congress set aside provision endangered species act increased difficulty citizens groups would face suing fish wildlife service list species endangered interior depts defense bush proposal opposition move reflects longstanding battle far government go determining species deserving protection
5521963,2001,us set retain smallpox stocks,reports administration united states president george w bush decided retain global stocks smallpox vaccines treatments developed likelihood decision criticized global health officials since appears monopolize stocks us policy regarding smallpox eradication reasons apparent reversal us policy support decision russia
4623340,2001,putin says russia would add arms counter shield,reports russian president vladimir putin said united states proceeds plans construct missile defense shield russia would respond upgrading strategic nuclear arsenal warheads could overpower shield details putins comments made meeting us journalists following summit meeting us president george w bush putin invites cooperative relationship countries remains wary unilateral us actions
5348449,2001,pressuring enemy,analyzes united states military strategy afghanistan us counting firepower overcome resistance account air strikes us keeping pressure attacks steady signs taliban weakening similarities air campaign ones persian gulf yugoslavia principal targets include taliban leaders communications military forces
5023049,2001,art streets till cows come home,looks use outdoor sculpture exhibitions along public streets many united states cities description statues cedar rapids iowa modeled couple grant woods painting american gothic mention project chicago illinois many lifesize cow statues placed city streets financial benefits projects increase tourist revenue cities raise money charities works auctioned end show
5413764,2001,gm agrees sell satellite tv unit billion deal,reports general motors agreed sell hughes electronics owns directv echostar communications billion gives echostar control majority home satellite television services united states opposition members us congress deal appears anticompetitive monopolistic impact deal subscriber choices details planned deal
4645799,2001,nato planning macedonia force,reports plans north atlantic treaty organization nato send european troops macedonia disarm ethnic albanian rebels plan contingent macedonian peace talks united states provide intelligence reports transportation hopes european union nato bring settlement outlook civil war
4367757,2001,parole years suddenly fugitive,reports californias attempt extradite yearold robert lee burns oregon serve remaining prison time murder conviction burns extradition california oregon finish sentence attempted robbery burns paroled freed oregon without returning california serve remainder murder sentence view burns rehabilitated poses threat society
4495892,2001,difrancesco quits bid governor stung scrutiny,reports acting governor donald difrancesco quit new jersey governors race citing negative media coverage past business legal dealings plans former representative bob franks take place republican ballots discussion upsets new jersey politics negative coverage affecting difrancescos family
4768388,2001,california thirsts dams make comeback,discusses construction dams california proposal raise heights dams build new ones details shasta project reasons dam construction thoughts environmentalists dams demand water california
5528438,2001,fate kandahar,reports talibans top leader mullah muhammad omar said ready concede city kandahar afghanistan opposition troops backed united states military role us commandos ground combat taliban southern afghanistan report islamic press agency mullah omar cede control city commanders pashtun ethnic group progress campaign al qaeda terrorist network
4402992,2001,need area code call neighbors,focuses use area codes dial local telephone numbers addition area codes due number shortage effect addition cellular telephones scope united states telephone network history area code
4895193,2001,israel wary long reach rights cases,reports risk israeli government officials traveling abroad charged human rights violations belief european countries israel harsh toward palestinians advisory israels foreign ministry possible international charges political figures details international cases israel
7211060,2002,stepsisters choices homelessness,focuses two stepsisters brooklyn new york one homeless differing views destinee caraballo maria soler best help families conditions shelter caraballo family staying solers decision move family mothers apartment public policy debate providing housing new york citys homeless people comments caraballo soler
6879821,2002,mammogram team learns errors,focuses mammography team dr kim adcock radiology chief kaiser permanente colorado strategy holding mammography doctors accountable work adcocks team reached high level accuracy adcocks willingness confront doctors focus skill spotting tumors use statistics tracking doctor performance question whether adcocks approach replicated broadly attitudes physicians outlook extending us federal mammography rules inset tips mammography clinics
7050155,2002,stock rally sends markets,reports stocks rose higher broad rally sent three major us measures five percent observation stock gauges rose relatively straight line instead surging plunging details market rebound including gains dow jones industrial average views stock analysts concerning fourday rally bad news taken stride positive signs abroad rise dollar euro yen collapse price gold
6681985,2002,drug maker pay million fine factory lapses,reports announcement scheringplough corporation agreed pay million united states government repeated failure years fix problems manufacturing dozens drugs four factories details agreement failures company
6818329,2002,alaska longer frigid starts crack burn sag,focuses effects sevendegree rise temperatures alaska since brought global warming manifestations consequences temperature change including structural damage buildings roads response crisis administration united states president george w bush reaction alaskans changes
7657684,2002,southeast asia remains fertile al qaeda,reports terrorist network osama bin laden built southeast asia intact according intelligence officials several countries possibility network become deadly antiamerican speculation network become harder detect al qaeda less likely gather camps possibility leaders ready activate sleeper cells fear bombing bali harbinger us allies selection soft targets like resorts al qaeda
6589509,2002,post pain found linger young minds,focuses study publicschool children new york city world trade center attack conducted board education study provides comprehensive look psychological impact disaster number students participated discussion results conclusions percentage children found suffering posttraumatic stress disorder inset study conducted
6562642,2002,hurdles goal,reports efforts united states president george w bush getting israel agree end siege palestinian leader yasir arafats compound ramallah aids increasing americas credibility arab world repositioning american foreign policy middle east challenge getting israelis palestinians negotiate peace detainment palestinian militants wanted israel allegedly killing tourism minister rehavam zeevi
8670522,2002,lotts life long shadows segregation,focuses us senator trent lotts reputation segregationist furor erupting remarks made party senator strom thurmond efforts apologize remarks belief step aside republican leader biographical information
6728225,2002,government ease limits domestic spying fbi,reports us attorney general john ashcroft relax guidelines federal bureau investigations fbi ability conduct domestic spying counterterrorism operations plans ashcroft fbi director robert mueller iii announce eased restrictions surveillance religious political organizations shift power special agents criticism american civil liberties union aclu officials mention planned changes background guidelines
6749028,2002,us envoys ready press foes kashmir crisis,reports ambassadors pakistan india indicated little flexibility toward ending standoff kashmir us officials prepared travel region views ambassadors offer russian president vladimir v putin mediate conference prime minister atal behari vajpayee india president pervez musharraf pakistan outlook us role region including efforts us secretary defense donald h rumsfeld concerns threat nuclear war
6031093,2002,new twist physicists role nazi bomb,focuses role werner heisenberg leader hitlers bomb program claimed tried sabotage nazi efforts build nuclear weapon documents archive danish physicist niels bohr disputes heisenbergs claim debate bohrs meeting heisenberg indication germany everything possible develop atomic weapons reactions historians scientists mention michael frayns play copenhagen inset new light fateful meeting
6650782,2002,pulling russia closer,discusses implications strategic arms reductions pact united states russia contrast usrussian relations cold war idea treaty marks beginning longterm difficult effort integrate russia western affairs implications possible integration us president george w bush views russia important ally mention separate agreement make russia partial member north atlantic treaty organization nato inset words bush treaty
6978726,2002,morgue ceaselessly sifting traces,reports efforts dr charles hirsch chief medical examiner new york city identify world trade center victims september collection body parts examined search something distinguishable difficulty using dna identification process gratefulness families
5811300,2002,americans gradually feel grip recession,examines recession united states affecting peoples lives forcing cut back ways contribute downturn situations recent college graduates retirees immigrants middleincome people optimism americans economy turn around individual experiences challenges rich poor fears yet affected
6414981,2002,qaeda taliban may ply pakistans porous frontier,discusses al qaeda taliban fighters may crossing back forth remote border region afghanistan pakistan reports fighters regrouping planning mount guerrilla attacks patrolling border ustrained afghans arrests al qaeda suspects pakistan frontier given sanctuary smugglers mujahedeen fighters past possibility us troops strike pakistan reported sightings taliban leaders
7339540,2002,terrorism suspect taken us base interrogation,reports suspected terrorist ramzi bin alshibh thought member terrorist organization al qaeda flown pakistan placed custody united states preparation interrogation possible military tribunal trial debate among us officials legal status arrest suspected terrorists singapore detainees flown base alshibh significance arrests
5894465,2002,enron chief says sale stock pay loans,reports kenneth l lay chairman chief executive bankrupt enron corporation put shares enron stock collateral investments according lawyer earl j silbert lay forced repay millions dollars loans handing stock enron investments declined value contention lays deals reflected need cash lack faith company details transactions
6952296,2002,tyco shares fall investors show concern accounting,reports financial performance tyco international ltd first quarter decrease shares analysis revenue growth details total profit
7254553,2002,despite slump cities see drop welfare rolls,focuses drop number public assistance recipients new york city despite rise unemployment number homeless families impact poor economic conditions debate welfare indication poor increasing distress
5811266,2002,israel seizes ship says arming palestinians,reports israeli army seized ship karine claims transporting munitions palestinian authority pa contents ship including rockets mines antitank missiles response palestinian officials deny link ship meeting united states envoy anthony zinni pa leader arafat efforts israeli officials persuade zinni pa deserve us favor despite suspension violent attacks outlook peace region
7050833,2002,fog enron legal landscape,focuses reaction securities law experts decision enron corp sold partnership us benefits offered ljm partnership investors comment securities historian joel seligman revelation made company question violation made arrangement securities laws regulations inset legal review
8494679,2002,cellphone service hurt success,reports wireless networks becoming overloaded increase americans use cellphones complaints customers calls inaudible cut never connected speculation industry experts service could continue get worse cellphone companies reluctant spend money service even though introduced new features percent rise cellphone subscribes since causes overwhelmed wireless systems economics cellphone service
6952413,2002,france moulinex deal set,reports investment israelbased elco holdings ltd moulinex brandt group french household appliances manufacturer
7387820,2002,bush thwarted worker rights,reports republican senator lincoln chaffee aided united states democrats efforts keep president george w bush firing workers homeland security department significance compromise result veto battle bush administration legislators reaction administration fears compromise erode authority bipartisan support independent commission investigate governments failure prevent september terrorist attacks
6238285,2002,sept changed goals justice dept,reports changes united states department justice doj budget priorities made us attorney general john ashcroft september terrorist attacks request substantial budget increases objectives doj prior attacks including focus reduced gun violence details september budget requests endorse counterterrorism measures
7407487,2002,court nod parents debate school drug tests,discusses debate school drug testing examining consideration given issue new buffalo michigan inability school board town agree uses testing impact united states court ruling schools may conduct drug tests students involved extracurricular activities consideration testing educational policy legal uncertainties court ruling
6456407,2002,enrons wake pension measure offers loopholes,focuses legislation consideration us congress intended protect employees pensions collapse enron corporation motivated lawmakers reform pension law higlights bill concern measure could lead companies seek reduction number employees covered pensions give larger pension benefits highly paid executives outlook passage legislation house
6951709,2002,corporate tax deal ends trenton budget standoff,reports new jersey state senate approved state budget july restructured corporate income tax plans settlement dispute states professional sports teams budget close shortfall states finances
6401991,2002,pact kuwait,discusses declaration arab leaders arab league summit beirut lebanon attack iraq would considered attack arab states broad arab support iraqs leader saddam hussein heading united states military action country agreements made iraq including recognition kuwait independent state embrace crown prince abdullah saudi arabia iraqs representative us doubts accord iraq kuwait outlook
